Address,Price,Radius,Beds,Bath
"Blake  Boulevard, 7449",308233,95,3,2
"Cavell   Pass, 3137",74321,45,2,3
"Ashley Vale, 1325",60081,13,4,2
"Tiptree   Way, 8814",204726,74,2,2
"Balfour    Route, 481",394386,74,5,2
"Ashley Crossroad, 5761",270824,77,1,3
"Marina  Grove, 9780",70450,20,5,2
"Becher  Way, 504",343299,41,4,3
"Unwin  Crossroad, 2300",143187,1,1,1
"Charnwood   Tunnel, 2887",369012,36,3,1
"Tilloch   Hill, 5316",209115,44,3,1
"Camberwell  Lane, 2984",294064,50,4,3
"Thrale   Drive, 1136",200332,6,4,2
"Elia   Boulevard, 2836",395802,16,4,1
"Garfield Rue, 3365",425424,48,4,2
"Carltoun   Avenue, 2982",484665,31,4,2
"Boleyn  Lane, 6646",277088,27,3,2
"Cam  Vale, 3748",188172,78,3,1
"Westcott  Tunnel, 5851",178091,85,4,1
"Meadow Drive, 7080",59728,12,1,2
"Beechen  Walk, 3681",387410,97,1,1
"Marischal  Way, 2638",449412,12,4,3
"Cleveland  Drive, 5272",365448,22,2,3
"Apostle  Pass, 6812",256926,89,3,3
"North Drive, 4830",120008,38,5,3
"Bury  Road, 5572",415642,27,2,3
"Cockspur  Boulevard, 3970",377228,7,1,3
"Maple Street, 3206",453237,78,4,1
"Sherlock   Rue, 2900",85871,68,2,2
"Shepherds  Walk, 7319",382019,69,1,1
"Canal  Drive, 8883",477690,2,1,2
"East Tunnel, 7326",415725,31,1,3
"West Vale, 2595",318368,18,3,1
"Emily  Tunnel, 7327",317845,4,2,3
"Fair Rue, 9892",221444,1,3,1
"Westcott  Grove, 9455",392383,71,3,3
"Baynes  Hill, 2670",215385,22,3,3
"Collins  Avenue, 1415",278662,53,5,2
"Glenwood Vale, 3552",492978,72,4,3
"Carolina  Pass, 4317",182141,50,5,2
"Aspen Boulevard, 8354",261838,1,3,3
"Linda   Grove, 2277",420088,87,1,3
"Balham   Crossroad, 8727",269654,64,3,2
"Ashley Way, 7764",499008,89,5,3
"Bempton   Crossroad, 739",374400,55,2,3
"Garfield Boulevard, 374",282817,34,4,3
"Tilson  Vale, 1620",430484,59,5,2
"Gathorne   Hill, 8054",433269,51,1,2
"Champion  Alley, 4729",104734,68,1,3
"Cockspur  Vale, 1016",196226,75,1,1
"Magnolia Crossroad, 9706",184610,69,3,2
"Norland  Way, 1523",183996,93,2,3
"Ashley Tunnel, 8691",66412,26,3,2
"Blenkarne  Hill, 3957",347965,58,1,1
"Elia   Alley, 5205",426072,89,2,2
"Champion  Crossroad, 5525",420024,54,5,1
"Bocking   Boulevard, 8237",390737,77,5,2
"Gatonby   Street, 2885",272164,59,3,1
"Apostle  Hill, 6369",98484,41,3,2
"Collingwood  Way, 4620",65909,96,3,2
"Elgood   Boulevard, 2142",375681,56,1,3
"Capeners  Hill, 9048",413383,11,4,1
"Waldram Park  Street, 3420",182977,79,1,2
"Boldero   Lane, 7144",105124,33,4,3
"Chesterfield  Route, 7217",415709,41,5,2
"Magnolia Alley, 7699",64413,42,3,1
"Rosewood Pass, 3002",184710,82,3,3
"Argyle  Vale, 7398",126444,50,1,1
"Baynes  Avenue, 6012",152617,40,5,2
"Westcott  Street, 9947",368227,90,4,3
"Garfield Hill, 2635",216747,56,3,1
"Coley  Grove, 8230",282638,37,1,1
"Chartham  Drive, 6427",457387,70,2,2
"Castle Vale, 8039",59023,58,3,3
"Sheffield Boulevard, 5921",463422,76,5,1
"St. Johs  Avenue, 7992",473649,67,5,1
"Battersea   Walk, 7110",65011,74,2,3
"Camberwell  Boulevard, 8018",141377,35,2,2
"Andrews  Grove, 3505",492937,95,3,2
"Ernest  Street, 5982",322552,35,1,3
"Rosewood Crossroad, 9637",61376,36,2,2
"West Alley, 9865",425323,20,5,2
"Empress  Walk, 7156",232831,41,4,1
"Cloth  Grove, 9570",375258,45,3,3
"St. Johs  Alley, 4277",228216,21,2,3
"Abbots   Crossroad, 1778",498836,10,1,1
"Chapel  Route, 1503",385490,63,2,1
"Thorndike   Lane, 1994",470790,38,3,2
"Walnut Road, 3025",458271,71,3,3
"York Hill, 4380",495176,55,4,2
"Empress  Hill, 4088",192021,56,1,2
"Battersea   Walk, 9771",416670,29,5,1
"Bazely   Street, 4609",422965,72,2,1
"Edwin   Crossroad, 902",223670,58,1,2
"Chandos  Pass, 7562",89832,63,4,2
"Duthie   Walk, 6194",420957,41,5,1
"Camberwell  Boulevard, 925",238273,69,4,3
"King Edward  Drive, 1605",421212,44,2,1
"Shepherds  Boulevard, 9295",492595,96,2,1
"Sheringham   Street, 7262",347692,11,4,3
"Monroe Crossroad, 45",188683,36,5,2
"Sheffield Drive, 9674",450129,43,4,2
"Clissold  Way, 2636",135025,37,2,3
"Wager   Rue, 8407",254482,57,1,1
"Sherlock   Route, 7567",311782,11,5,3
"Queensberry  Vale, 5167",84737,52,3,1
"Bletchley   Drive, 944",288754,62,5,2
"Fawn Grove, 4725",378706,25,2,3
"Chamberlain  Vale, 8537",407220,77,3,2
"Durham Street, 3074",191027,77,3,2
"Thorndike   Pass, 1118",433850,87,3,1
"Longleigh   Pass, 9237",476238,22,4,2
"Fairholt   Tunnel, 8512",440555,66,5,3
"Abbey   Rue, 2834",388359,96,4,3
"Battis   Walk, 2172",434844,22,4,1
"Cliffords  Route, 8773",217953,63,5,2
"Arbutus   Lane, 8465",298188,78,5,3
"Beaconsfield  Grove, 4455",99973,65,4,2
"Antrobus   Crossroad, 1011",461439,90,3,3
"Boleyn  Pass, 920",499275,98,2,1
"Cable    Drive, 4946",62311,11,3,2
"Clissold  Grove, 2004",132286,69,5,3
"King Edward  Walk, 7441",306740,14,4,2
"Enford   Walk, 4589",378824,35,3,2
"Clerkenwell Pass, 5531",407601,67,3,1
"South Drive, 837",294275,5,5,2
"East Lane, 7314",141454,49,1,2
"Caxton  Boulevard, 4278",428696,55,3,2
"Clarks  Road, 2966",390861,11,1,2
"Blue Anchor  Rue, 3882",61882,42,5,3
"Chancellor  Rue, 277",89910,86,2,1
"Blandford  Pass, 5274",434388,29,5,1
"Coalecroft  Vale, 9530",103035,98,4,1
"Magnolia Walk, 7853",474462,75,5,3
"Baltic  Boulevard, 1768",85548,32,4,1
"Chesterfield  Route, 7528",360390,27,2,1
"Blackwall  Walk, 9031",417193,28,2,1
"English   Grove, 9084",246230,20,3,3
"Thomas Doyle   Tunnel, 1455",99891,43,3,2
"Camdenhurst   Boulevard, 7751",485150,4,1,3
"Champion  Street, 4281",369551,36,5,2
"Jackson Crossroad, 1273",259894,61,3,3
"Eldon  Tunnel, 6428",103769,21,2,3
"Garfield Way, 5788",425680,81,4,3
"Fieldstone Vale, 8489",157893,4,3,3
"Canon Avenue, 7259",431563,60,2,3
"Bury  Road, 6444",419069,99,5,2
"Lexington Vale, 8474",424365,96,5,2
"Carnegie   Crossroad, 8751",294414,26,4,2
"Ely  Tunnel, 2267",307564,87,5,3
"Bicknell  Lane, 2716",327332,90,5,3
"Bekesbourne   Lane, 147",419772,80,3,2
"Calvin   Road, 4078",86684,65,2,2
"Durham Crossroad, 3048",201639,61,2,2
"Arline    Grove, 2478",103428,95,5,1
"Meadow Hill, 2156",75411,94,4,1
"Ellerman   Crossroad, 7213",254546,23,2,3
"Burton  Walk, 4908",152598,70,1,1
"Cavell   Drive, 2793",181866,70,1,3
"Bagford   Walk, 7029",433827,64,1,3
"Boadicea   Street, 251",366497,45,4,3
"King Hill, 8823",221745,99,5,2
"Elba  Pass, 8906",162860,77,1,1
"Caldwell   Lane, 7633",160109,57,1,2
"Sheringham   Road, 6015",315142,22,5,3
"Under  Grove, 5246",160438,39,3,1
"Anns  Route, 9112",369297,34,2,3
"Chatsworth  Walk, 6021",443404,90,4,3
"Balfe   Tunnel, 4586",446611,48,2,3
"Charterhouse  Tunnel, 7923",396983,87,4,3
"Chelsea Manor  Route, 54",220167,69,1,1
"Fair Crossroad, 5351",155784,76,3,1
"Hamilton  Drive, 7149",193152,34,1,2
"Hamilton  Alley, 3640",459019,12,1,3
"Chicksand  Vale, 9383",262863,77,5,3
"Bocking   Way, 4960",142598,55,3,3
"Rivervalley Lane, 6462",372264,83,5,2
"Geffrye   Alley, 4529",285832,57,4,1
"Tilloch   Way, 4692",309252,89,3,2
"Clissold  Way, 7619",497086,53,2,3
"Baynes  Street, 1124",404403,44,4,3
"Black Friars   Pass, 1928",177644,36,3,3
"Caedmon  Avenue, 9488",138891,34,4,1
"Canal  Road, 6296",349510,18,2,3
"Cato   Lane, 7225",186422,44,3,3
"Billing  Boulevard, 7364",109712,94,2,1
"Cable    Tunnel, 2925",286721,94,3,3
"Arlington  Walk, 7959",135979,73,4,2
"Balham   Avenue, 1220",167327,36,1,3
"Woodland Grove, 9803",463653,86,5,1
"Carpenter Street, 649",228419,33,5,1
"Battis   Boulevard, 1396",156256,70,5,1
"Clarges   Lane, 1121",371629,98,3,2
"Billing  Way, 8718",313803,17,2,1
"Bendmore  Boulevard, 6067",88830,63,3,3
"Dunton  Pass, 7945",227117,62,3,2
"Carpenter Drive, 246",345501,13,3,3
"Magnolia Crossroad, 2045",444288,52,3,1
"Elba  Street, 8101",124381,64,5,3
"Blanchard  Hill, 1499",82291,47,2,2
"Addison  Boulevard, 3211",211860,1,2,3
"Durham Crossroad, 9294",68352,74,2,1
"Colombo   Route, 2101",98673,99,4,1
"Arundel   Drive, 2283",490265,47,3,1
"Dunstans  Crossroad, 5848",345844,35,2,2
"Sheffield Lane, 5165",278787,29,3,3
"Duthie   Crossroad, 1245",457247,61,4,2
"Blackheath  Lane, 9635",267564,57,3,2
"Buttonwood Alley, 3813",294186,72,3,1
"Lake Boulevard, 3833",226090,3,5,3
"Lexington Rue, 5997",365519,10,1,1
"Sherlock   Alley, 734",436650,81,3,1
"Caxton  Way, 1740",401137,82,4,1
"Carol   Vale, 9656",303703,98,4,2
"Castile  Pass, 5136",310321,76,4,2
"Blenkarne  Route, 7822",259480,43,3,1
"King Boulevard, 6833",460214,5,5,1
"Champion  Street, 6109",145262,22,4,3
"Comet House  Way, 1374",105047,25,5,2
"Coleman  Hill, 2807",72126,84,4,3
"Bales  Route, 3148",226895,22,5,3
"Caslon   Tunnel, 6521",467967,92,2,3
"Enford   Lane, 3668",294340,1,5,3
"Aspen Way, 3432",129943,64,4,2
"Cave   Route, 8623",141762,15,2,2
"Bush  Boulevard, 8185",498844,68,5,3
"Bel   Avenue, 1935",199744,48,4,3
"Virginia Lane, 5061",426057,82,1,2
"Fawn Drive, 2155",311786,32,1,1
"Wadham  Walk, 7248",394455,98,2,3
"Bacon  Hill, 5455",197179,95,5,2
"Garfield Vale, 8448",122073,90,4,1
"Bayberry Route, 3682",198592,34,5,1
"Kingly  Way, 4157",212348,75,4,2
"Longman   Grove, 5672",274014,40,1,1
"Apothecary   Drive, 5086",440967,4,1,2
"Chancellor  Route, 4215",238547,37,5,2
"Elgood   Route, 4352",337583,40,4,1
"Sherwood  Vale, 9661",141887,30,5,2
"Bingham   Tunnel, 6623",274591,67,1,1
"Walnut Crossroad, 4613",186381,78,3,2
"Baylis  Drive, 9416",217548,66,1,1
"Angel  Vale, 8586",499766,47,4,2
"Edwin   Hill, 6645",383044,24,1,1
"Sheringham   Pass, 9198",365396,94,2,1
"Gautrey  Drive, 3360",328801,15,4,3
"Queensberry  Road, 8317",337994,82,2,2
"Carpenter Walk, 4996",142117,27,4,2
"Lincoln Walk, 5629",295735,36,2,1
"Canon Road, 6714",372811,81,2,2
"Garfield Avenue, 3799",191849,98,4,3
"Lexington Crossroad, 1001",237867,91,3,3
"Canal  Grove, 4961",353797,56,3,1
"Blean   Walk, 735",408673,41,3,3
"Rosewood Vale, 9225",55587,97,5,3
"Geffrye   Vale, 8894",177098,99,5,3
"Becher  Grove, 1286",248777,79,1,1
"Dunton  Vale, 423",161334,75,3,3
"Cave   Boulevard, 5181",307461,13,4,2
"Erindale Street, 4050",473572,61,5,3
"Tilloch   Way, 3926",307156,60,2,1
"Blackwall  Drive, 3553",332309,38,4,2
"Gavel   Crossroad, 7649",152590,51,1,2
"Bempton   Route, 7102",436474,7,2,1
"Babmaes    Pass, 5004",127621,23,4,1
"Walnut Rue, 6759",116288,5,4,2
"Bury  Vale, 9446",389554,17,1,3
"Linden Way, 7132",94310,95,1,2
"Canon Rue, 7125",287488,9,5,1
"Clerkenwell Crossroad, 4548",116940,1,1,2
"Baylis  Alley, 807",258895,23,1,2
"Birkbeck  Walk, 1043",456415,17,4,3
"Antrobus   Walk, 741",175129,46,5,1
"Bliss  Drive, 6195",481498,84,3,1
"Beaumont  Avenue, 6057",119926,1,2,1
"Bellenden  Way, 6342",372074,5,1,1
"Magnolia Way, 6245",466608,31,1,1
"Cavell   Route, 8706",300248,28,1,1
"St. Jamess  Grove, 5053",226227,67,2,3
"Ashley Avenue, 7477",120255,33,5,2
"Elystan  Grove, 5623",234111,77,2,1
"Belgrave  Drive, 331",288324,37,1,1
"Ernest  Pass, 5992",377428,18,5,2
"Byland  Vale, 3241",218710,72,1,2
"Arlington  Crossroad, 7696",492431,11,4,3
"Aberavon  Boulevard, 1470",278807,77,2,3
"Vintners  Avenue, 8619",184437,30,4,1
"Becklow  Vale, 4285",115913,11,1,3
"Bloomsbury  Tunnel, 343",74216,17,3,1
"Chestnut  Tunnel, 5464",168633,39,2,1
"Boadicea   Grove, 2192",234631,58,4,3
"Virginia Grove, 762",236737,46,3,2
"Aspen Boulevard, 8366",497914,49,5,2
"Bolingbroke  Alley, 4546",318708,80,3,2
"Westcott  Boulevard, 352",460536,33,5,2
"Longman   Street, 7361",288332,45,2,2
"West Drive, 6388",371165,93,5,2
"Ben   Pass, 2683",454391,39,3,2
"Longmoore   Pass, 8131",403498,12,2,2
"Coal Wharf  Road, 5026",109892,47,1,1
"Arctic   Alley, 4657",70500,65,5,1
"Elystan  Walk, 8833",441310,62,5,1
"Bacon  Walk, 137",471255,46,5,2
"Bocking   Lane, 7440",195746,92,2,2
"Magnolia Vale, 5805",256211,88,2,3
"Caldwell   Walk, 8530",385035,56,1,1
"Blackpool  Lane, 9158",275712,39,1,2
"Badric  Avenue, 1970",56955,3,4,3
"Elizabeth  Pass, 7216",379426,76,4,1
"Bingham   Boulevard, 4113",382427,60,3,3
"Becher  Vale, 1916",454568,91,1,2
"Chambers  Crossroad, 8222",284658,4,1,2
"Abourne   Route, 4428",436273,68,1,2
"Lexington Vale, 125",406355,39,5,1
"Under  Avenue, 7628",409132,66,3,1
"Calshot   Road, 1164",100816,50,1,1
"Gathorne   Lane, 2106",376161,57,3,1
"Littlebury  Drive, 8802",463551,39,3,3
"Adams  Street, 1072",283457,22,2,2
"Kingly  Alley, 7233",220932,54,2,1
"Charnwood   Boulevard, 7454",130070,91,2,1
"Baylis  Walk, 671",420361,35,2,3
"Castile  Lane, 8789",172591,97,3,1
"Caslon   Road, 5941",175747,96,5,2
"Woodland Avenue, 3449",63682,26,4,2
"Cobden  Vale, 7410",266062,31,4,3
"Charnwood   Road, 6957",442439,99,4,3
"Blean   Crossroad, 1075",304657,90,1,2
"Lincoln Vale, 8984",476948,42,4,2
"Sundown Pass, 7925",90743,52,1,3
"Cave   Vale, 7922",347705,73,3,2
"North Lane, 4073",488003,15,4,2
"Cobden  Tunnel, 4645",209881,69,5,1
"Gavel   Crossroad, 5313",449533,7,3,1
"Lincoln Lane, 7814",260434,49,5,2
"Timothy  Boulevard, 9042",129336,51,1,2
"Baltic  Avenue, 9753",171696,83,4,3
"Hickory Lane Boulevard, 7352",422810,17,3,3
"Zealand Tunnel, 7736",343091,9,2,2
"Calvin   Way, 5057",350301,88,2,3
"Cable    Hill, 1790",129715,88,5,3
"Bel   Hill, 6173",160022,67,2,3
"Castle Road, 6391",191285,32,4,2
"Coborn  Vale, 5249",239017,71,4,1
"Bigland  Grove, 6030",475297,49,4,2
"Camden  Hill, 6512",181412,59,1,3
"Calderwood   Vale, 4068",239563,99,5,2
"Dyott   Crossroad, 3533",304163,56,3,3
"Camelot   Rue, 7570",126135,28,3,2
"Battersea   Road, 2994",131246,65,2,3
"Bayberry Drive, 220",379794,63,3,2
"Elia   Vale, 9986",374498,87,5,1
"Victorian  Tunnel, 3803",467096,20,4,2
"Adderley   Lane, 1229",189933,56,3,2
"Black Friars   Alley, 2407",202983,54,4,1
"Wadham  Boulevard, 8318",471544,5,3,2
"Castile  Pass, 4480",231011,63,2,2
"Sheraton   Lane, 2537",250724,57,3,2
"Sheringham   Lane, 4219",81985,0,4,3
"Chatsworth  Pass, 3811",199144,22,1,3
"Littlebury  Hill, 9900",117836,17,5,2
"Queensberry  Rue, 9086",466415,25,1,2
"Dunstable   Drive, 8938",486514,14,3,3
"Elgood   Route, 8656",72428,78,4,2
"Maple Alley, 708",234881,0,4,3
"Fairview Tunnel, 2953",230832,58,2,3
"Fieldstone Avenue, 1457",388077,59,3,3
"Berry  Avenue, 3614",85986,69,5,2
"Yoakley Vale, 1009",224002,26,5,1
"Caldwell   Crossroad, 5145",164198,37,3,3
"Champion  Way, 5681",301549,28,5,1
"Monroe Pass, 2985",137177,16,4,1
"Dyott   Pass, 3309",189160,81,2,1
"Yoakley Street, 152",196323,37,5,2
"Unwin  Way, 4975",147911,92,1,1
"Falconberg   Walk, 5209",236429,11,2,1
"Andrews  Walk, 1930",91564,13,5,1
"Bell    Street, 9444",301080,17,3,2
"Andrews  Hill, 2338",455169,0,3,1
"Cavaye  Walk, 9760",159841,69,1,3
"Magnolia Walk, 8948",368232,8,5,3
"East Walk, 2328",158594,91,3,2
"Queen Caroline   Hill, 6595",388876,41,3,2
"Central  Tunnel, 5139",98021,68,1,1
"Maple Street, 8482",248343,72,2,1
"Meadow Road, 8507",89807,59,5,1
"Collent   Road, 6590",90361,0,4,2
"Thomas More   Boulevard, 4910",175266,71,2,3
"English   Route, 6004",228103,97,3,2
"Bacon  Route, 8004",135857,25,2,1
"Parkfield  Walk, 6645",421302,61,3,2
"Babmaes    Crossroad, 171",357572,34,4,3
"Kimberley  Route, 1624",52852,13,3,3
"Beatty  Tunnel, 6926",330613,43,4,1
"Collins  Crossroad, 8988",388257,34,3,3
"Abbots   Crossroad, 4532",97254,73,1,1
"Bayberry Hill, 7122",331495,74,4,3
"Dutton   Way, 1845",104423,79,2,3
"Comet House  Drive, 2015",132232,85,2,3
"Calvin   Vale, 9317",52280,10,1,2
"Bellenden   Pass, 9012",228233,36,4,1
"Victoria  Drive, 9979",358774,98,3,2
"Chestnut Rise Pass, 6307",293915,34,5,3
"South Tunnel, 9221",447550,78,3,2
"Abbotswell  Walk, 6204",336897,62,2,2
"Cingworth  Tunnel, 7248",242771,60,4,3
"Abbey   Street, 4965",440167,96,1,3
"Andrews  Boulevard, 4630",393093,9,3,3
"Archery  Drive, 5126",314329,4,4,1
"Camberwell  Route, 487",209706,10,1,1
"Union  Lane, 1137",381213,21,1,3
"Endsleigh  Grove, 165",418304,48,4,1
"Beechen  Vale, 8750",288572,86,5,2
"Underwood  Street, 8409",302600,8,4,3
"Caslon   Grove, 5121",435351,98,3,3
"Walnut Boulevard, 264",446713,38,5,2
"Bellenden  Avenue, 7688",302222,85,1,3
"Chestnut Rise Vale, 8246",157339,27,5,1
"Sundown Tunnel, 1747",111714,36,1,1
"Thomas  Avenue, 9620",274602,26,1,1
"Bendmore  Crossroad, 6485",267369,0,1,3
"Cliffords  Alley, 9",149623,55,1,2
"Ashley Rue, 6177",371762,66,5,3
"Pine Crossroad, 7443",58438,74,1,2
"Abbey   Walk, 614",315319,5,4,2
"Kingly  Vale, 7554",169581,75,2,3
"Camberwell  Vale, 9156",417663,0,4,3
"Bush  Boulevard, 7840",321822,24,2,3
"Calvin   Lane, 4642",169175,87,1,3
"King William  Lane, 6317",274831,43,1,3
"Cavendish Crossroad, 4493",458495,46,4,3
"Belfort  Crossroad, 2017",383817,57,5,1
"Norland  Tunnel, 9854",412919,25,4,1
"Badric  Tunnel, 10",446775,20,2,3
"Canon Tunnel, 3174",304401,42,4,1
"South Boulevard, 6962",398993,65,5,1
"Pine Tunnel, 5230",187321,30,3,3
"Shepherds  Way, 6930",131543,51,4,1
"Blomfield  Grove, 261",170229,47,5,2
"Lonsdale  Lane, 1765",116433,11,5,3
"Lincoln Tunnel, 310",317728,82,1,1
"Dutton   Avenue, 5765",454389,70,1,2
"Cadogan  Way, 3841",459374,13,1,3
"Blackall   Rue, 5083",134729,91,5,2
"Charnwood   Boulevard, 1575",132829,67,5,3
"Cheltenham  Rue, 5862",359418,61,1,2
"North Grove, 3685",394635,80,5,3
"Boldero   Walk, 2379",494160,80,1,1
"Carolina  Avenue, 4066",459866,13,4,2
"Arctic   Grove, 7145",61233,31,5,1
"Church Walk, 2221",283266,2,2,3
"Chestnut Rise Vale, 4224",98013,0,4,1
"Collingwood  Lane, 1971",444488,75,4,3
"Yoakley Street, 7767",266199,37,5,3
"Adams  Rue, 7408",273821,1,4,1
"Chambers  Road, 4686",400583,70,1,2
"Anns  Drive, 8040",107778,4,3,2
"Vine  Avenue, 1483",301095,18,3,3
"Collins  Grove, 380",341205,47,1,1
"Andsell    Rue, 6092",493608,99,5,2
"Fairholt   Pass, 976",73094,52,2,3
"Addison  Drive, 3520",200589,35,2,2
"Carlisle  Way, 9393",423380,8,3,2
"Blomfield  Grove, 1320",151222,6,2,3
"East Street, 1426",70061,71,1,2
"Carol   Road, 5066",349493,20,1,2
"Wager   Rue, 3125",102366,81,4,2
"Cavaye  Rue, 1561",461346,34,1,2
"Linden Drive, 8263",256990,13,5,3
"Bermondsey    Street, 2901",341586,24,5,2
"Magnolia Grove, 1642",446125,40,5,1
"Hampden  Walk, 1086",161903,54,3,1
"Bayberry Drive, 1305",215256,83,2,2
"Battersea   Rue, 2056",82146,20,3,3
"Lake Road, 4684",306600,72,1,2
"Belmont Park Drive, 339",470663,23,2,2
"Coal Wharf  Pass, 2113",312353,31,4,1
"Clerkenwell Vale, 2807",234766,67,5,2
"Ely  Drive, 8087",141941,42,3,1
"Black Swan  Way, 6784",421194,54,4,1
"Chambers  Alley, 4324",321661,2,5,3
"Church Drive, 4884",451846,85,3,1
"Mariner   Street, 1597",72748,14,1,2
"Dunsley  Street, 7304",413269,83,2,2
"Pine Hill, 7580",395331,1,5,1
"Rivervalley Crossroad, 8068",341010,91,3,3
"Becher  Boulevard, 3113",307228,96,1,3
"Chester  Avenue, 7742",229456,57,5,3
"Thomas Doyle   Rue, 7963",137265,65,3,3
"Norland  Pass, 1256",427572,47,1,3
"Longmoore   Boulevard, 4038",153181,57,4,1
"Fairholt   Grove, 2357",442173,26,3,2
"Canon Drive, 3686",246287,16,2,1
"Coal Wharf  Road, 4527",168285,92,5,2
"Ampton  Street, 7325",268096,98,1,1
"Linden Route, 1695",51494,10,5,3
"Cleaver Hill, 3224",223133,17,2,2
"Fawn Pass, 4028",191332,75,4,1
"Virgil   Drive, 9663",340267,78,3,1
"Canon Avenue, 3868",175960,28,3,3
"Norfolk  Street, 4328",74449,37,2,3
"Dunstans  Vale, 8780",388723,64,1,3
"Camelot   Boulevard, 1706",154015,52,5,3
"Fieldstone Street, 3583",193283,32,4,1
"Bishop   Lane, 1049",452524,74,3,1
"Viscount   Drive, 2597",222895,38,2,3
"Chancellor  Alley, 8922",114910,51,3,3
"Sheffield Street, 488",389681,59,1,1
"Calvin   Alley, 7358",71408,57,5,2
"Addison  Walk, 8581",453977,45,4,3
"Bury  Lane, 8468",113551,59,5,2
"Chicksand  Grove, 1742",417377,18,2,3
"Spruce Road, 1397",120148,57,5,2
"Gathorne   Avenue, 3366",415832,51,3,2
"Sundown Road, 2465",74339,76,5,3
"Underwood  Street, 6135",50468,9,3,3
"Caldwell   Hill, 2312",225355,56,3,2
"Kilner   Pass, 7417",446408,77,2,2
"Chalcot  Avenue, 3282",84051,43,5,3
"Union  Lane, 7622",239664,31,1,2
"Spruce Avenue, 1549",267093,34,4,1
"Church Alley, 4232",475469,99,1,2
"Sundown Avenue, 1732",495070,62,2,3
"Tilson  Tunnel, 9252",347966,62,1,1
"Earl Rise Grove, 9681",166442,43,1,3
"Balham   Hill, 3984",242378,62,1,2
"Andrews  Lane, 1302",247020,82,2,1
"Blackheath   Way, 4324",358762,72,3,1
"Chartham  Street, 8202",374460,59,1,1
"Cadogan  Grove, 6866",300156,8,4,1
"Littlebury  Walk, 5615",498277,17,3,1
"Durnford  Walk, 2243",410345,87,1,1
"Wadham  Hill, 5726",372022,56,4,3
"Cheltenham  Hill, 7064",63329,6,1,3
"Dunstans  Grove, 8818",379803,46,5,2
"Bempton   Crossroad, 6899",297331,0,5,3
"Elgood   Way, 9201",373658,4,1,3
"Littlebury  Alley, 8402",285435,3,1,2
"Addison  Crossroad, 9664",96891,39,3,3
"Bel   Boulevard, 679",235670,6,4,1
"Emden   Lane, 1660",303687,82,1,3
"Wake  Walk, 3104",58084,98,1,2
"Calshot   Road, 2097",244662,82,5,2
"Cloth  Pass, 4454",322622,35,5,1
"Baltic  Crossroad, 3066",492122,41,4,1
"Baylis  Rue, 9593",144584,7,4,1
"Bolingbroke  Rue, 863",237240,50,2,1
"Tilloch   Crossroad, 9799",160196,76,3,2
"Garfield Pass, 9578",260047,16,5,3
"Cliff  Road, 355",306187,31,2,1
"Chapel  Tunnel, 2224",384187,30,3,3
"Cavell   Route, 1898",432728,52,1,3
"Chambers  Boulevard, 7375",342618,24,4,1
"Empress  Road, 7433",463025,79,3,1
"Liverpool  Road, 8467",134220,12,5,3
"Caldwell   Pass, 5022",253592,4,4,1
"Bury  Walk, 6162",334305,78,4,3
"Unwin  Boulevard, 9189",84087,67,1,2
"Thomas More   Avenue, 8247",280424,91,5,2
"Blackwall  Boulevard, 6633",232795,13,1,2
"Walnut Tunnel, 1978",140173,90,5,2
"Canon Vale, 2860",57052,70,1,3
"Ely  Lane, 1114",253845,89,3,2
"Burton  Rue, 9402",106553,88,4,1
"Boadicea   Drive, 2256",340175,75,3,1
"Rivervalley Pass, 8752",395301,4,5,1
"Bel   Hill, 4963",143781,61,3,2
"Arbutus   Hill, 9531",156619,49,1,1
"Viscount   Tunnel, 747",56051,30,3,3
"Sheffield Alley, 3708",478872,64,5,3
"Birkbeck  Tunnel, 6856",433960,69,2,3
"Yoakley Grove, 9171",172966,23,3,1
"Baynes  Tunnel, 4079",165757,52,5,2
"Abbotswell  Walk, 7538",384132,28,2,1
"Beechen  Vale, 2554",488596,57,5,1
"Lincoln Tunnel, 3837",410286,68,2,2
